data,datatype,sentiment
European Sovereign Credit Risk Rises to Record Levels,headline,neutral
S&P GSCI Index of Raw Materials Slips Amid Commodity Retreat,headline,neutral
MSCI Emerging Markets Index Drops to Lowest Level Since August,headline,neutral
Trading Suspended in OTP Bank Nyrt. and FHB Bank Nyrt. Amid Mortgage Losses Plan.,headline,neutral
U.S. Stocks Rise as Europe's Benchmark Equity Index Rebounds,headline,positive
French Banks Dismiss Concerns Over Access to Funds,headline,positive
Treasuries Fall Amid Signs of Progress in Euro Region's Debt Crisis,headline,positive
Societe Generale and BNP Paribas Rally After Dismissing Financing Concerns,headline,positive
Oil Futures Increase by 2.3 Percent,headline,positive
MSCI Emerging Markets Index Extends Drop to 20 Percent,headline,neutral
Merkel Optimistic About Meeting Finland's Demands for Greek Bailout,headline,positive
German Finance Minister Suggests Greece Won't Get More Aid,headline,positive
Former Bank of England Adviser Advocates for Greek Bond Default,headline,neutral
Societe Generale Claims Resistance to Dollar Financing Freeze,headline,positive
BNP Paribas Denies Claims of Inability to Borrow in Dollars,headline,positive
Treasuries Extend Losses Amid Easing Concerns Over Europe's Debt Crisis,headline,positive
"Silver, Natural Gas, and Gold Futures Increase.",headline,positive
"Stocks and Euro Extend Gains as Germany, France Support Greece",headline,positive
"S&P 500 Rallies for Third Day, Euro Gains on Greece Support",headline,positive
Speculation Grows Over China's Aid to Europe's Most Indebted Nations,headline,positive
U.S. Stocks and Euro Gain as Sarkozy and Merkel Express Confidence in Greece,headline,positive
Italian and Spanish Debt Rise on Reports of China's Willingness to Buy Bonds,headline,positive
"S&P 500 Climbs to Highest Level Since Sept. 7, Erasing Previous Slide",headline,positive
"General Electric Co., Home Depot Inc., and Walt Disney Co. Lead Gains in Dow Jones Industrial Average",headline,positive
U.S. Corporate Credit Risk Declines for Second Day from Two-Year High,headline,positive
S&P 500 Rebounds 6.2 Percent After 18 Percent Plunge Between April and August,headline,positive
"Societe Generale Downgrades Commodities, Citing Danger Zone",headline,neutral
U.S. Treasury 30-Year Bonds Rise After Record Low Yield Sale,headline,positive
Crude Oil Prices Decline After U.S. Government Reports Increase in Fuel Inventories,headline,neutral
Societe Generale Recommends Investors Position for Higher Gold Prices and Lower Oil Prices.,headline,neutral
U.S. Stocks Show Mixed Performance Amid Bitcoin Decline,headline,positive
Gold Ends Winning Streak as Dollar Gains Against Major Currencies,headline,negative
Euro-area Recovery Boosted by Services Despite Factory Constraints,headline,positive
Oil Prices Rise for the First Time in Four Trading Sessions,headline,neutral
"Global Economic Revival, Inflation Risk, and Covid-19 Flareups Shape Market Moves",headline,positive
Inflation Fears and Fed Tightening Concerns Appear to Have Eased,headline,positive
Oil Trims Biggest Weekly Decline Since March,headline,neutral
Euro-area Finance Ministers and Central Bank Chiefs to Hold Informal Meeting,headline,positive
"S&P 500, Nasdaq 100, and Dow Jones Industrial Average Show Varied Performance",headline,positive
Yield on 10-Year Treasuries Remains Unchanged,headline,positive
West Texas Intermediate Crude Rises by 3.1%,headline,neutral
"Gold Futures Fall by 0.1%, Ending Six-Day Winning Streak",headline,negative
China's Displeasure with Bitcoin's Anonymity Leads to Warning on Crypto Mining,headline,positive
European Shares Climb on Easing Lockdowns and Recovery Signals from Service Data,headline,positive
"Asian Shares Mostly Higher, But Slip in China",headline,positive
"Treasury Yields Little Changed, Dollar Gains",headline,neutral
China's Aging Population: How Should Markets Respond?,headline,positive
Lazard Fires US Banker for Inappropriate Behavior at Party,headline,positive
US to Curb China Access to Cloud Services Like Amazon,headline,positive
Xi's Metal Curbs Risk Backfiring as G-7 Seeks Alternatives,headline,positive
Asian Equities Edge Lower; Treasury Yields Decline,headline,positive
Earth Continues to Break Temperature Records Due to Global Warming.,headline,positive
Stocks Rise as Finance Ministers Meet on Europe's Debt Crisis,headline,neutral
"Euro Weakens, Treasuries Advance and Commodities Fall",headline,neutral
S&P 500 Records Third-Biggest Weekly Gain Since 2009,headline,positive
European Central Bank Urges Decisive Action on Debt Crisis,headline,neutral
S&P 500 Climbs More Than 5 Percent in Five Days,headline,positive
Research In Motion Ltd. Reports Earnings Below Analysts' Estimates,headline,negative
"Consumer Confidence Tops Forecasts, Boosting Retailers and Household-Products Makers",headline,neutral
European Banking Shares Climb After ECB Announces Coordinated Measures,headline,neutral
"Ten-Year Treasury Yields Increase, Greek Two-Year Note Yield Tumbles",headline,neutral
"Oil Prices Slip, Gold Futures Rally, Sugar Prices Tumble",headline,negative
"MSCI Emerging Markets Index Rises, BSE India Sensitive Index Gains",headline,neutral
"South Korea's Kospi Index Climbs, Russia's Micex Index Falls",headline,positive
Central Bank Raises India's Repurchase Rate,headline,neutral
"Stock Market Undervalued, Predicts Highmark Capital Management CIO",headline,positive
"ECB's Measures Reduce Risk, Improve Economic Activity.",headline,neutral
"Treasuries Rally, Sending Two-Year Yields to Record Low",headline,negative
Copper and Oil Prices Slide to Nine-Month Low,headline,negative
"S&P 500 Retreats 1 Percent, Halting Five-Day Rally",headline,negative
Euro and Equities Trim Losses Following Greece's Finance Ministry Statement,headline,negative
Obama Calls for $1.5 Trillion in Tax Increases Over Next Decade,headline,negative
Federal Reserve to Discuss Economy in Two-Day Meeting,headline,negative
S&P 500 Falls After 5.4 Percent Rally Last Week,headline,negative
Investors Withdraw $75 Billion from U.S. Equity Funds in Past Four Months,headline,negative
"European Stocks Decline, Led by Mining Companies and Banks",headline,negative
Euro Slips Against Yen and Dollar Amid Debt Crisis,headline,positive
Merkel's Party Defeated in Berlin State Election Amid Euro-Area Bailout Skepticism,headline,negative
German 10-Year Bund Yield Drops Six Basis Points,headline,negative
"Commodities Slump, Led by Industrial Metals and Energy",headline,negative
Oil Drops 2.6 Percent on Concerns Over Weaker Economic Growth,headline,negative
MSCI Emerging Markets Index Declines to Lowest Level in 14 Months.,headline,negative
U.S. Stocks Fall Amid Concerns Over Delayed Decision on Greece's Aid Payment,headline,neutral
Yield Gap Between Two- and 30-Year Treasuries Narrows to Smallest Level in a Year,headline,positive
Speculation Rises Over Federal Reserve Increasing Holdings of Longer Maturities,headline,neutral
Credit-Default Swaps on Italy Jump to Record High After S&P Cuts Nation's Rating,headline,neutral
Oil Prices Increase by 1.4 Percent,headline,positive
"European Union, European Central Bank and International Monetary Fund to Review Greek Economy in October",headline,positive
Concerns Grow Over Delayed Aid Injection to Greece,headline,neutral
Federal Reserve May Replace Short-Term Treasuries with Long-Term Bonds,headline,neutral
"Raw-Material, Industrial and Energy Companies Post Biggest Losses in S&P 500",headline,negative
Italy's 10-Year Bond Yield Rises After S&P Downgrades Country's Rating,headline,neutral
Franc Falls Amid Speculation of Further Weakening by Policy Makers,headline,neutral
Turkey's Stocks and Currency Climb as S&P Raises Local Debt Rating to Investment Grade,headline,positive
"Gold Prices Rise, Predicted to Reach Record High by November 2012",headline,positive
Copper Prices Fall as IMF Lowers Forecast for U.S. Economy,headline,negative
U.S. Housing Starts Slide to Three-Month Low,headline,neutral
Copper Enters Bear Market Amid Concerns Over European Fiscal Woes Dampening Commodity Demand.,headline,negative
U.S. Stocks Slide as Treasuries and Dollar Rally on Federal Reserve's Debt Purchase Plan,headline,neutral
"S&P 500 Index Tumbles, Extending Three-Day Drop to 4.1 Percent",headline,negative
"Ten-Year Treasury Yields Drop to Record Low, 30-Year Bond Rates Slide to Lowest Since 2009",headline,negative
Dollar Index Climbs 1 Percent to a Seven-Month High,headline,positive
Financial Shares in S&P 500 Sink to Two-Year Low Following Moody's Credit Rating Cuts,headline,negative
Federal Reserve Announces Plan to Buy $400 Billion of Long-Term Debt,headline,negative
Economists Predict Federal Reserve's Debt Purchase Plan Will Fail to Lower 9.1 Percent Unemployment Rate,headline,negative
Republican Lawmakers Urge Federal Reserve Chairman to Refrain from Additional Monetary Easing,headline,negative
S&P 500 Financials Index Falls to Lowest Level Since July 2009,headline,negative
"Bank of America, Citigroup, and Wells Fargo Debt Protection Costs Rise Following Moody's Downgrades",headline,negative
"European Banks Face $410 Billion in Credit Risk Due to Government Debt Crisis, According to IMF",headline,negative
Bank of England Officials Indicate Need for More Bond Purchases to Boost U.K. Economy,headline,negative
MSCI Emerging Markets Index Falls to Lowest Closing Level Since July 2010,headline,negative
"Oil Loses 1.2 Percent, Erasing Gains Triggered by U.S. Department of Energy Report.",headline,neutral
Global Stocks Enter Bear Market as 10-Year Yield Hits Record Low,headline,negative
MSCI All-Country World Index Plunges 4.5 Percent,headline,negative
Dollar Index Rises to a Seven-Month High Amid Recession Concerns,headline,positive
Federal Reserve Announces Plan to Replace $400 Billion of Short-Term Debt with Longer-Term Treasuries,headline,negative
"U.S. Jobless Claims Top Estimates, Euro-Area Services and Manufacturing Output Contracts",headline,negative
S&P 500 Down 17 Percent from a Three-Year High at the End of April,headline,negative
U.S. Leading Indicators Increase More Than Forecast in August,headline,negative
"Treasury 30-Year Bonds Rally, Pushing Yields Down the Most Over Two Days Since Financial Crisis",headline,negative
"Stoxx Europe 600 Sinks 4.6 Percent, All 19 Industry Groups Decline",headline,negative
"European Banks Slump 5.8 Percent, Falling to Lowest Level Since March 2009",headline,negative
"Dollar Index Advances to 78.39, Highest Level Since February",headline,positive
Australian Dollar Slides Below Parity with U.S. Dollar for First Time in Over Six Weeks,headline,negative
S&P GSCI Index of 24 Commodities Records Biggest Plunge Since May,headline,negative
"MSCI Emerging Markets Index Sinks 6.3 Percent, Most Since November 2008",headline,negative
Manufacturing in China May Shrink for a Third Month in September.,headline,negative
"U.S. Stocks Rebound, Trimming Dow Jones' Worst Weekly Loss Since 2008",headline,positive
European Equities Rebound Amid Signs of Policy Makers' Intervention,headline,positive
Treasuries Fall as Silver Plunges Most Since 1979,headline,negative
"Gold Prices Slide 5.9%, Resulting in Biggest Two-Day Loss Since 1983",headline,negative
European Governments Speed Up Setup of Permanent Rescue Fund,headline,positive
European Central Bank Considers Stepping Up Efforts to Ease Financial-Market Tensions,headline,positive
MSCI All-Country World Index Enters Bear Market,headline,positive
European Stability Mechanism Could Be Created a Year Ahead of Schedule,headline,positive
Federal Reserve Announces Plan to Replace Shorter-Term Treasuries with Longer-Term Debt,headline,positive
S&P 500 Falls About 17% Since Reaching a Three-Year High in April,headline,positive
"Bank of America Corp. Rallies 4.1%, Rebounding from a Two-Year Low",headline,positive
Gold Futures Fall as Investors Sell Metal to Cover Losses in Other Assets,headline,negative
S&P GSCI Index of Commodities Slumps to Lowest Level in Almost 10 Months,headline,positive
European Banks' Reluctance to Lend Rises to Highest Since March 2009,headline,positive
Money-Market Mutual Funds Reduce Lending to European Banks,headline,negative
Yields on Italian and Spanish 10-Year Debt Fall,headline,positive
MSCI Emerging Markets Index Extends Weekly Loss to 11%,headline,positive
"South Korea's Kospi Index Tumbles 5.7%, Biggest Drop Among Global Equity Gauges",headline,negative
"Stocks, Commodities Gain on Europe Optimism as Treasuries Drop",headline,positive
"S&P 500 Index Jumps 2.3 Percent, Treasuries Retreat",headline,positive
European Central Bank Debates Restarting Covered-Bond Purchases,headline,positive
Merkel's Comments Prompt Speculation about European TARP,headline,positive
"S&P 500, Dow Jones Industrial Average Rebound After Last Week's Slump",headline,positive
Boeing Co. Rises 4.2 Percent After Delivery of 787 Dreamliner,headline,positive
S&P 500 Poised for Worst Quarterly Performance Since 2008,headline,positive
U.S. Homebuilder Stocks Rise Despite New-Home Purchases Sliding in August,headline,positive
Equity-Options Indicate Traders Expect Europe's Debt Crisis to Engulf U.S.,headline,positive
ECB Executive Board Member Reassures Markets of Sufficient Funds Supply,headline,positive
U.S. Corporate Credit Risk Falls for a Second Day,headline,positive
"Gold Falls, Capping Biggest Three-Session Slump Since 1983",headline,negative
MSCI Emerging Markets Index Declines 0.6 Percent,headline,positive
Asian Stocks Set for Mixed Start Amid Fed Comments,headline,positive
"S&P 500, Nasdaq 100 End with Tepid Gain Due to Lack of Catalysts",headline,positive
"Treasuries Rise, Dollar Pares Climb; Crude Oil Adds to Rally",headline,negative
Investors Await U.S. Jobs Report for Insight into Economic Recovery and Inflation Risks,headline,positive
Fed Officials Discuss Time Frame for Paring Back Bond-Buying Program,headline,positive
"Pace of U.S. Recovery Picks Up, Sparking Price Pressures",headline,positive
"Investors May Be Underestimating Potential for Inflation Spike, Says BlackRock CEO",headline,positive
Federal Reserve Plans to Sell Corporate Debt Purchased During Pandemic,headline,positive
U.S. Employment Report for May to be Released on Friday,headline,positive
S&P 500 and Nasdaq 100 Show Slight Rise,headline,positive
"Nikkei 225 Futures Fall, Australia's S&P/ASX 200 Index Futures Rise",headline,positive
Yield on 10-Year Treasuries Declines,headline,positive
"West Texas Intermediate Crude Rises, Gold Remains Steady",headline,positive
JPMorgan Analyst Warns About Britain's Housing Market,headline,positive
Billionaires Compete for Casino as Kretinsky Boosts Bid,headline,positive
Top Fund Shifts Bets from China Shares to Booming Japan,headline,positive
"Fidelity, Abrdn Target Industries Immune to China Slowdown",headline,negative
Mackenzie Equity Chief Advises Buying Bonds After Tech-Fueled Rally,headline,negative
Citis Montagu Indicates US Stock Positioning Shows Pullback Risk.,headline,positive
"U.S. Stocks Tumble, Halting Three-Day Rally",headline,negative
Euro Reverses Early Gain Versus Dollar Amid Debt Crisis,headline,positive
"U.S. Treasuries Trim Losses, 10-Year Notes Yield Sees Biggest Increase Since 2009",headline,negative
"S&P 500 Index Loses 2.1 Percent, Commodities Slump 2.7 Percent",headline,negative
Global Equities and Commodities Face Worst Quarterly Losses Since 2008,headline,negative
European Commission Resists Bigger Writedowns on Greek Sovereign Debt,headline,negative
Spain and Italy Extend Temporary Bans on Short Selling of Financial Shares,headline,negative
"Amazon.com Inc. Introduces Kindle Fire Tablet, Competes with Apple's iPad",headline,positive
U.S. Equities Lose $1 Trillion Amid Concerns Over Greek Insolvency,headline,negative
MSCI All-Country World Index Loses 17 Percent This Quarter,headline,negative
Treasuries Trim Losses After Record Low Yield Auction,headline,neutral
"Silver Plunges 5 Percent, Leading Losses in Commodities",headline,negative
Man Group Plc's Assets Under Management Decline by $6 Billion,headline,negative
German Banks Resist Larger Writedowns on Greek Government Debt,headline,negative
EU Proposes Financial-Transaction Tax to Take Effect in 2014,headline,negative
MSCI Emerging Markets Index of Stocks Slips 0.8 Percent,headline,negative
Goldman Sachs Names Wong Head of FICC Sales for APAC Ex-Japan.,headline,negative
U.S. Stocks Rise on Lower Unemployment Claims and German Vote,headline,positive
"S&P 500 Recovers from Earlier Decline, Rises 0.8 Percent",headline,positive
Nasdaq Composite Index Tumbles 0.4 Percent as Apple Inc. Declines,headline,neutral
"U.S. Economy Grows at 1.3 Percent Pace in Q2, Faster Than Estimated",headline,positive
German Chancellor Angela Merkel Gains Support to Expand European Financial Stability Facility,headline,positive
S&P 500 Information Technology Index Loses 0.4 Percent,headline,positive
"Netflix Plunges 57 Percent in Q3, Second-Biggest Retreat Behind Alpha Natural Resources Inc.",headline,negative
Concerns Over Slower Economic Growth in China Weigh on American Retailers,headline,neutral
Global Equities and Commodities Dragged Down by Concerns Over Greek Default,headline,positive
U.S. Federal Reserve Pledges to Keep Rates Near Zero Through Mid-2013,headline,positive
"Financial Stocks in S&P 500 Rally 2.8 Percent, Led by Bank of America Corp. and JPMorgan Chase & Co.",headline,positive
Euro Appreciates 0.4 Percent to $1.3597,headline,positive
German Parliament Approves Expansion of European Financial Stability Facility,headline,positive
U.S. Treasury 30-Year Bonds Advance for First Time in Five Days,headline,negative
"Crude Oil Climbs 1.1 Percent, Natural Gas Futures Decline 1.4 Percent",headline,positive
MSCI Emerging Market Index Drops 22 Percent for the Quarter,headline,positive
Shanghai Composite Index Drops 1.1 Percent to a 14-Month Low,headline,negative
Cost of Insuring Chinese Government Debt Rises to Highest Since March 2009.,headline,neutral
Global Stocks Fall Amid Concerns Over Slowing Growth,headline,negative
U.S. Dollar Strengthens as Treasuries Advance,headline,positive
MSCI All-Country World Index Records Biggest Quarterly Loss Since 2008,headline,negative
Chinese Manufacturing Declines for Third Consecutive Month,headline,negative
"German Retail Sales Drop Significantly, Indicating Slowing Growth",headline,negative
Morgan Stanley Slumps 10 Percent Amid Creditworthiness Concerns,headline,negative
Cost of Insuring Corporate Debt Surges in Europe,headline,negative
S&P 500 Extends Quarterly Slide to 14 Percent,headline,negative
"U.S. Economy Tipping into New Recession, According to Economic Cycle Research Institute",headline,negative
Confidence Among U.S. Consumers Rises in September,headline,negative
Yen Climbs 1.1 Percent Against the Euro,headline,negative
Japan's Factory Output Misses Economists' Forecast,headline,negative
Treasury 10-Year Yields Fall Nine Basis Points,headline,negative
Oil Prices Drop 3.6 Percent in New York,headline,negative
MSCI Emerging Markets Index Records Biggest Monthly Retreat Since 2008,headline,negative
Shanghai Composite Index Slips to Lowest Level Since April 2009.,headline,neutral
"Stocks, Euro Fall as Greece Concerns Outweigh U.S. Economy Data",headline,negative
S&P 500 and Oil Hit More Than One-Year Lows Amid Europe's Debt Crisis,headline,negative
Treasury Bonds Rally as Federal Reserve Buys Longer-Term Debt,headline,neutral
Bank of America Corp. Plunges 9.6 Percent to a 30-Month Low,headline,negative
Euro Drops to Lowest Level in Over a Decade Against the Yen,headline,negative
S&P 500 Nears Bear Market Territory Amid Global Economic Concerns,headline,negative
U.S. Stocks Extend Declines Despite Positive Manufacturing and Construction Data,headline,negative
"S&P 500 Tumbles 14 Percent in Third Quarter, Biggest Drop Since 2008",headline,negative
Bank of America Denies Hacking Rumors Amid Online Account Access Issues,headline,negative
Federal Reserve Bank of New York May Request More Detailed Reports from Foreign Lenders,headline,negative
Financial Stability Board Backs Plans for Additional Capital for World's Largest Banks,headline,negative
Ten-Year Treasury Yields Slide 17 Basis Points to 1.75 Percent,headline,negative
Crude Oil for November Delivery Decreases 2 Percent to $77.61 a Barrel,headline,negative
MSCI Emerging Markets Index Sinks 3.2 Percent Following 23 Percent Plunge in Q3.,headline,negative
"U.S. Stocks Rally, S&P 500 Gains 4.1% in Final Hour",headline,positive
Speculation Rises on EU Officials Examining Bank Recapitalization,headline,positive
Treasuries Fall and Euro Rallies Amid Market Changes,headline,negative
S&P 500 Avoids First Bear Market Since 2009,headline,positive
S&P 500 Financials Index Jumps 6.5% in Late Trading,headline,positive
Morgan Stanley and Bank of America Corp. See Significant Gains,headline,positive
Market Pricing for Recession Despite No Clear Signs in U.S.,headline,positive
S&P 500 Stocks Trading Below 200-Day Average,headline,positive
"Goldman Sachs Cuts Global Growth Forecasts, Predicts Recessions in Germany and France",headline,positive
Treasuries Extend Losses After Financial Times Report,headline,neutral
Euro Volatility Curve Inverts as Data Reports Call the Shots,headline,negative
Yen Intervention Zone Has More to Do With Volatility Than Levels,headline,positive
A $4 Million Long Vol Bet Is Seen in 10-Year Treasury Options.,headline,neutral
Stocks Rally and Commodities Break Three-Day Slump as U.S. Economic Data Exceeds Estimates,headline,positive
Energy Shares Lead Gains as Oil Surges Following Unexpected Drop in Supplies,headline,positive
S&P 500 Marks Biggest Two-Day Gain in a Month,headline,positive
"Oil Surges 5.3 Percent to $79.68 a Barrel, Rebounding from a 7.9 Percent Plunge",headline,positive
Faster-Than-Forecast Growth in Payrolls and Service Industries Boosts Economic Recovery Hopes,headline,positive
European Union Officials Work on Plans to Boost Bank Capital to Contain Debt Crisis,headline,positive
Energy and Raw Materials Producers Lead S&P 500's Gain,headline,positive
Chevron Corp. Climbs 3.5 Percent and Freeport-McMoRan Copper & Gold Inc. Surges 7.1 Percent,headline,positive
Yahoo! Inc. Surges 10 Percent After Microsoft Corp. Considers Bid for the Internet Company,headline,positive
Morgan Stanley Climbs 3.4 Percent After CEO Assures Investors of Positive Third-Quarter Earnings,headline,positive
"U.S. Companies Add 91,000 Jobs in September, Exceeding Economists' Forecast",headline,positive
S&P 500 Closes 2.3 Percent Higher Following Discussions to Recapitalize European Banks,headline,positive
Alcoa Inc. Marks Unofficial Start of Earnings-Reporting Season with Expected 13 Percent Growth,headline,positive
"Banks in the Stoxx 600 Climb 4.6 Percent, Contributing Most to the Index's Advance",headline,positive
"BNP Paribas SA and Societe Generale SA, France's Biggest Lenders, Climb More Than 8 Percent",headline,positive
Moodys Investors Service Cuts Italy's Rating Three Levels to A2 from Aa2,headline,positive
"MSCI Emerging Markets Index Rises 0.8 Percent, Rebounding from a Two-Year Low",headline,positive
U.S. Stocks Rally for Third Day on Europe Debt Optimism,headline,positive
Euro Reverses Earlier Drop Versus Dollar,headline,neutral
Treasuries Slide as European Officials Detail Plans to Tame Debt Crisis,headline,positive
Retail Sales and Jobless Claims Reports Bolster Economic Optimism,headline,positive
European Central Bank to Resume Covered-Bond Purchases,headline,positive
European Commission Pushes for Coordinated Capital Injection for Banks,headline,positive
U.S. Unemployment Benefits Claims Rise Less Than Forecasted,headline,positive
"S&P 500 Rebounds 6 Percent, Averting Bear Market",headline,positive
Bank of America Corp. and Alcoa Inc. Lead Gains in Dow Jones Industrial Average,headline,positive
Retail Giants Surpass Analysts' September Sales Projections,headline,positive
Morgan Stanley and Citigroup Inc. Debt Protection Costs Decline,headline,positive
Wall Street Strategists Predict S&P 500's Biggest Fourth-Quarter Rally in 13 Years,headline,positive
Bank of England Expands Bond-Purchase Program,headline,positive
Copper Futures Lead Gains in Commodities Market,headline,positive
MSCI Emerging Markets Index of Stocks Surges 3.7 Percent.,headline,positive
"U.S. Stocks Fall as Fitch Cuts Italy, Spain Ratings",headline,neutral
Euro Erases Gain Following Fitch Ratings Cut,headline,neutral
"Treasuries Slide, Sending 30-Year Yield Above 3 Percent",headline,positive
"S&P 500 Index Slips 0.8 Percent, Halting Three-Day Rally",headline,negative
Oil Caps Largest Weekly Gain in Seven Months,headline,neutral
Faster-Than-Forecast Growth in Jobs Overshadowed by Europe's Debt Crisis,headline,negative
S&P 500 Financials Index Loses 3.7 Percent After Three-Day Climb,headline,negative
"Bank of America, JPMorgan, Travelers, American Express Record Biggest Declines in Dow Jones",headline,negative
S&P 500 Ends Session Up 7.5 Percent from One-Year Intraday Low,headline,negative
Alcoa Inc. to Mark Unofficial Start of Earnings-Reporting Season,headline,negative
Government Jobs Data Shows Increase in Hours and Earnings,headline,negative
30-Year Treasury Bonds Yield Climbs Six Basis Points to 3.01 Percent,headline,positive
Yield on 10-Year Italian Bonds Rises Seven Basis Points to 5.49 Percent,headline,neutral
MSCI Emerging Markets Index Climbs 2.1 Percent,headline,negative
"Crude Oil for November Delivery Rises 39 Cents, Settles at $82.98 a Barrel",headline,neutral
Zinc and Sugar Lead Gains Among Commodities Tracked by S&P GSCI Index.,headline,positive
Stocks Rally and Euro Strengthens as Europe Pledges Debt Resolution,headline,positive
S&P 500 and Dow Jones Industrial Average Show Significant Gains,headline,positive
Euro Surges Against Dollar Following Franco-German Debt Crisis Plan,headline,neutral
S&P 500 Rebounds on Optimism Over European Debt Crisis Resolution,headline,positive
U.S. Retail Sales Expected to Show Increase in September,headline,positive
"Financial, Commodity, and Energy Companies Show Significant Gains",headline,positive
Federal Reserve to Release Minutes of Latest Interest-Rate Setting Meeting,headline,positive
Earnings per Share for S&P 500 Forecasted to Increase in Third Quarter,headline,positive
Euro Strengthens After Merkel Pledges to Ensure Banks Have Enough Capital,headline,positive
Greek and Belgian Bonds Yield Advance Amid Debt Crisis,headline,positive
Oil and Gold Prices Advance Amid Market Optimism,headline,positive
MSCI Emerging Markets Index Shows Fourth Consecutive Advance,headline,positive
China's Yuan Advances on Speculation of Policy Makers Tolerating Gains,headline,positive
Citigroup Inc. and Bank of America Corp. Lead Gains in KBW Bank Index.,headline,positive
Treasuries Decline as U.S. Sells $32 Billion in Three-Year Notes,headline,neutral
S&P 500 Advances as Commodity Producers Rise,headline,positive
U.S. Stocks Advance as Commodity and Industrial Companies Gain,headline,neutral
Euro Strengthens as Concerns about Europe's Debt Crisis Ease,headline,positive
S&P 500 Rallies 3.4 Percent Following France and Germany's Pledge to Recapitalize Banks,headline,neutral
Slovakia Fails to Ratify Enhanced European Bailout Fund,headline,neutral
Alcoa Inc. Reports Third-Quarter Results Below Analysts' Estimates,headline,positive
U.S. Three-Year Note Yields Climb for Fifth Day,headline,neutral
S&P 500 Caps Steepest Rally Over Five Sessions Since March 2009,headline,neutral
Alcoa Shares Tumble Following Release of Third-Quarter Earnings,headline,positive
Goldman Sachs Group May Report Lowest Quarterly Profit Since 2008 Financial Crisis,headline,positive
Third-Quarter U.S. Bank Earnings Show Decline in Investment-Banking Businesses,headline,neutral
Slovak Lawmakers Fail to Approve Overhaul of Europe's Bailout Fund,headline,neutral
Spanish Banks' Ratings Cut by S&P Amid Dimming Growth Prospects,headline,neutral
Euro Gains for Second Day Versus Dollar,headline,positive
U.K. Manufacturing Slides More Than Economists Forecast in August,headline,negative
Corn and Soybean Futures Post Biggest Gains in Over a Year,headline,positive
MSCI Emerging Markets Index Records Steepest Five-Day Gain Since 2009.,headline,neutral
"Stocks Rise as U.S. Treasuries Tumble; Commodities, Euro Climb",headline,positive
European Leaders Provide Roadmap to Tame Debt Crisis,headline,positive
Federal Reserve Discusses Further Asset Purchases to Boost Growth,headline,positive
S&P 500 Rebounds 10% Since October 3,headline,positive
Slovakia Approves Enhanced European Bailout Fund,headline,positive
"Walt Disney Co., Bank of America Corp., American Express Co. and 3M Co. Lead Gains in Dow",headline,positive
S&P 500 Trims 2011 Loss to 4%,headline,positive
PepsiCo Inc. Advances 2.9% After Earnings Increase,headline,positive
S&P 500 Stuck in Trading Range Amid Greece Default Speculation,headline,positive
Morgan Stanley Debt Protection Cost Plunges Amid Confidence in Europe's Debt Crisis Efforts,headline,positive
French Banks Advance as Government Expresses Willingness to Recapitalize Lenders,headline,positive
Treasury 30-Year Notes Fall for Sixth Session Amid Growing Confidence in European Debt Crisis Efforts,headline,positive
Fed Officials Consider Further Asset Purchases to Boost Economy,headline,positive
Italy's 10-Year Bond Yield Rises 12 Basis Points,headline,positive
Euro Strengthens 1.2% to Highest Level Since September 16,headline,positive
"MSCI Emerging Markets Index Climbs 1.5%, Biggest Rally Since July 2009",headline,positive
Shanghai Composite Index Rallies 3% Amid Speculation of Increased Equity Market Support,headline,positive
Yuan Sinks 1.1% Amid U.S. Senate Bill Allowing Sanctions on Countries with Misaligned Exchange Rates,headline,positive
Premium for Holding China's Dollar-Denominated Debt Widens 53 Basis Points.,headline,positive
Stocks Fall as JPMorgan Profit Declines,headline,negative
"Commodities Slide, Treasuries Rally Amid Market Uncertainty",headline,positive
"Technology Stocks Rise, Boosting Nasdaq Composite Index",headline,positive
Google Inc. Jumps 5.1% Following Higher-Than-Estimated Profit,headline,positive
"Silver, Nickel, and Copper Lose More Than 2.8%",headline,negative
"JPMorgan Reports 33% Less Profit, Investment Banking and Trading Income Slump",headline,negative
Bank of America Corp. Sinks 5.5% Ahead of Results Release,headline,negative
"Financial Stocks in S&P 500 Drop 2.4%, Most Among 10 Industries",headline,neutral
Applications for Unemployment Insurance Payments Decrease,headline,neutral
U.S. Trade Deficit Remains Little Changed at $45.6 Billion in August,headline,neutral
U.S. 10-Year Treasuries Rise for the First Time in Seven Days,headline,negative
"European Banks Fail Revised EU Stress Test, Need to Raise Capital",headline,negative
Carrefour SA Lowers 2011 Profit Forecast for the Second Time in Three Months,headline,negative
Euro Falls 0.2% to $1.3768 and Loses 0.7% to 105.83 Yen,headline,positive
Copper Drops 2.5% Amid Concern Over Europe's Debt Woes,headline,negative
"MSCI Emerging Markets Index Advances 0.9%, Biggest Rally Since May 2009",headline,negative
China's State Council to Provide Financial Support and Preferential Tax Policies for Small Companies.,headline,negative
"Stocks and Commodities Rally, Treasuries Drop on G-20, Retail Data",headline,positive
MSCI All-Country World Index Extends Weekly Gain to 5.5 Percent,headline,positive
"Google Inc.'s Results Beat Estimates, Stock Jumps 5.9 Percent",headline,positive
Euro Completes Largest Weekly Advance Versus Dollar Since March 2009,headline,positive
G-20 Begins Talks to Tame Europe's Debt Crisis,headline,positive
